Index	ClassId	PredictClass	Prob	2ndClass	2ndProb	3rdClass	3rdProb	Correction
07737.jpg	20	23	0.923621	20	0.0439228	31	0.0184062	0
07738.jpg	1	1	0.999596	2	0.000402533	5	0.00000123	1
07739.jpg	28	28	0.878376	26	0.0878256	20	0.0181424	1
07740.jpg	13	13	0.999974	35	0.0000219	10	0.0000013	1
07741.jpg	20	20	0.99535	23	0.00424861	28	0.000231781	1
07742.jpg	25	25	1	22	6.76E-08	29	2.36E-10	1
07743.jpg	12	12	0.999797	40	0.000199471	34	0.00000202	1
07744.jpg	5	5	0.999964	2	0.0000356	1	0.000000111	1
07745.jpg	18	18	0.607378	27	0.173911	30	0.0897364	1
07746.jpg	8	8	0.578313	4	0.282417	5	0.103341	1
07747.jpg	36	36	0.488716	38	0.458778	5	0.0221401	1
07748.jpg	11	11	0.865207	30	0.0966416	28	0.0160111	1
07749.jpg	7	7	0.848647	8	0.151351	1	0.000000622	1
07750.jpg	3	5	0.990908	3	0.00459135	2	0.00411299	0
07751.jpg	10	10	0.998774	9	0.000840814	5	0.000276818	1
07752.jpg	10	10	0.999965	7	0.0000178	16	0.0000107	1
07753.jpg	2	2	0.969996	5	0.0148363	3	0.0117759	1
07754.jpg	2	2	0.999821	5	0.000120484	1	0.000058	1
07755.jpg	7	7	0.981101	1	0.0091604	2	0.0044089	1
07756.jpg	8	4	0.534323	8	0.215192	13	0.092883	0
07757.jpg	13	13	1	12	9.36E-12	35	7.34E-13	1
07758.jpg	2	2	0.958405	1	0.0414246	5	0.000162216	1
07759.jpg	13	13	1	9	2.06E-09	35	2.12E-10	1
07760.jpg	28	28	0.735831	23	0.0620801	20	0.0610031	1
07761.jpg	9	9	0.999984	10	0.000016	16	4.21E-08	1
07762.jpg	4	4	0.98318	1	0.0117382	5	0.00393566	1
07763.jpg	39	39	0.999986	33	0.000014	37	4.89E-09	1
07764.jpg	10	10	1	9	1.5E-10	7	1.94E-11	1
07765.jpg	13	13	1	21	3.39E-10	17	7.55E-11	1
07766.jpg	12	12	0.936225	29	0.054523	11	0.00770085	1
07767.jpg	18	18	0.997198	24	0.00140345	26	0.00114478	1
07768.jpg	16	16	0.998912	9	0.00102234	7	0.0000389	1
07769.jpg	38	38	0.999959	34	0.0000345	8	0.00000181	1
07770.jpg	9	9	0.999992	10	0.00000792	16	2.49E-09	1
07771.jpg	8	8	0.999979	7	0.0000212	4	5.47E-08	1
07772.jpg	13	13	1	35	1.39E-10	29	4.37E-11	1
07773.jpg	11	11	0.999995	30	0.00000195	18	0.00000112	1
07774.jpg	3	3	0.481616	5	0.475787	2	0.0243581	1
07775.jpg	28	28	0.999995	30	0.00000142	29	0.000000918	1
07776.jpg	40	40	0.969213	7	0.0257855	8	0.00127192	1
07777.jpg	8	8	0.391102	7	0.354919	1	0.115773	1
07778.jpg	7	7	0.430554	4	0.417036	8	0.119265	1
07779.jpg	18	18	0.994134	26	0.00478918	27	0.000849162	1
07780.jpg	2	2	0.999884	1	0.0000657	5	0.0000299	1
07781.jpg	17	17	0.999973	14	0.0000272	1	0.000000108	1
07782.jpg	8	8	0.99983	7	0.00016632	2	0.00000243	1
07783.jpg	16	16	0.999868	7	0.000123097	5	0.00000642	1
07784.jpg	6	6	0.952206	32	0.0412014	41	0.00563008	1
07785.jpg	33	33	1	40	9.33E-08	39	1.04E-08	1
07786.jpg	31	31	0.729062	18	0.18384	10	0.0236803	1
07787.jpg	9	9	0.999998	10	0.00000185	16	6.19E-10	1
07788.jpg	34	34	0.965169	38	0.0347901	35	0.0000219	1
07789.jpg	17	17	0.999999	2	0.000000732	22	0.000000183	1
07790.jpg	38	38	0.99898	13	0.000353263	34	0.000280352	1
07791.jpg	9	9	0.977664	10	0.0113988	16	0.0102739	1
07792.jpg	12	12	1	41	3.35E-08	32	4.23E-09	1
07793.jpg	2	2	0.941461	1	0.0531094	0	0.00328122	1
07794.jpg	35	35	0.999932	34	0.00004	36	0.00000726	1
07795.jpg	4	4	0.999847	1	0.000152946	5	7.31E-08	1
07796.jpg	8	8	0.994349	7	0.00563005	1	0.0000105	1
07797.jpg	18	18	0.998761	26	0.000820812	28	0.0002019	1
07798.jpg	37	37	0.998345	35	0.00146887	39	0.0000774	1
07799.jpg	8	8	0.999984	7	0.0000106	4	0.00000449	1
07800.jpg	13	13	1	35	2.24E-10	34	5.43E-13	1
07801.jpg	12	12	0.999999	7	0.00000039	41	0.000000264	1
07802.jpg	13	13	1	21	3.24E-08	30	3.28E-09	1
07803.jpg	11	11	0.999927	30	0.0000327	27	0.00002	1
07804.jpg	13	13	1	9	9.47E-08	35	6.28E-08	1
07805.jpg	12	12	0.999998	7	0.00000168	29	1.52E-08	1
07806.jpg	38	38	1	34	0.000000242	36	5.5E-10	1
07807.jpg	12	12	0.999984	11	0.00000589	37	0.00000459	1
07808.jpg	8	8	0.999742	1	0.000130682	2	0.0000775	1
07809.jpg	31	31	0.999998	21	0.00000174	19	8.82E-09	1
07810.jpg	7	7	0.803947	5	0.11477	2	0.0449293	1
07811.jpg	30	30	0.710181	11	0.272924	31	0.0122572	1
07812.jpg	5	5	0.998638	10	0.000799661	7	0.000526704	1
07813.jpg	7	7	0.999982	8	0.0000149	1	0.00000297	1
07814.jpg	31	31	0.998343	21	0.00103873	29	0.000417825	1
07815.jpg	9	9	0.99725	10	0.00205025	16	0.000579218	1
07816.jpg	10	10	0.76786	2	0.0663046	31	0.0551292	1
07817.jpg	38	38	0.937868	14	0.0200432	34	0.00471383	1
07818.jpg	8	8	0.814489	2	0.175617	1	0.00429739	1
07819.jpg	28	28	0.971911	30	0.00927239	27	0.00866958	1
07820.jpg	10	10	0.999961	5	0.0000313	9	0.00000654	1
07821.jpg	5	5	0.999887	2	0.000110305	3	0.00000284	1
07822.jpg	5	5	0.993327	2	0.00396354	3	0.00208035	1
07823.jpg	25	25	0.999992	22	0.00000606	29	0.00000235	1
07824.jpg	24	24	0.952713	23	0.0130381	30	0.00706311	1
07825.jpg	14	14	0.999996	1	0.00000219	15	0.00000088	1
07826.jpg	26	26	0.850277	28	0.0895091	22	0.0316118	1
07827.jpg	28	28	0.718102	23	0.196225	9	0.0265668	1
07828.jpg	35	35	0.575332	9	0.225669	29	0.0561453	1
07829.jpg	4	4	0.999511	1	0.000479935	0	0.00000331	1
07830.jpg	1	1	0.989668	2	0.00949034	5	0.000827599	1
07831.jpg	4	4	0.999387	1	0.000554959	7	0.0000221	1
07832.jpg	7	7	0.999977	1	0.0000153	8	0.00000594	1
07833.jpg	39	39	0.99973	37	0.000157372	4	0.0000595	1
07834.jpg	13	13	1	35	4.75E-09	17	1.98E-09	1
07835.jpg	5	26	0.406717	12	0.37344	24	0.0779942	0
07836.jpg	35	9	0.522857	35	0.290016	36	0.0616297	0
07837.jpg	3	5	0.453162	3	0.30583	2	0.169861	0
07838.jpg	2	2	0.951539	1	0.0284629	3	0.0135902	1
07839.jpg	31	31	0.999665	21	0.000275409	23	0.0000359	1
07840.jpg	25	25	0.686769	30	0.223802	11	0.0349881	1
07841.jpg	3	3	0.998698	5	0.000752739	2	0.000548479	1
07842.jpg	5	5	0.995553	2	0.00440746	3	0.0000307	1
07843.jpg	10	10	0.999821	9	0.0000896	4	0.000062	1
07844.jpg	35	35	1	33	1.82E-08	36	6.5E-09	1
07845.jpg	42	42	0.99996	41	0.0000323	6	0.00000623	1
07846.jpg	7	5	0.887067	7	0.0358096	8	0.0324498	0
07847.jpg	25	25	1	22	4.35E-08	29	7.51E-09	1
07848.jpg	40	7	0.273077	12	0.149269	40	0.126166	0
07849.jpg	8	8	0.995926	7	0.00407036	1	0.00000222	1
07850.jpg	38	38	0.974972	13	0.0118966	3	0.0039538	1
07851.jpg	5	5	0.527803	2	0.428843	3	0.043247	1
07852.jpg	2	2	0.965249	5	0.0346644	3	0.0000703	1
07853.jpg	12	12	0.999142	28	0.000278819	7	0.0000821	1
07854.jpg	38	38	1	34	1.24E-09	20	5.64E-16	1
07855.jpg	1	1	0.994906	2	0.0040343	4	0.000483415	1
07856.jpg	13	13	1	35	0.000000016	9	3.72E-09	1
07857.jpg	12	12	1	40	2.52E-08	7	1.17E-09	1
07858.jpg	33	33	0.999978	39	0.0000121	35	0.00000925	1
07859.jpg	38	38	0.99169	34	0.00689094	11	0.00130644	1
07860.jpg	4	4	0.999522	1	0.000428909	15	0.000041	1
07861.jpg	5	2	0.647868	5	0.188993	3	0.162809	0
07862.jpg	5	5	0.79442	2	0.152296	3	0.040108	1
07863.jpg	11	11	0.997344	30	0.00160119	8	0.000226246	1
07864.jpg	25	25	1	28	1.02E-08	22	8.99E-09	1
07865.jpg	10	10	1	9	6.79E-10	7	6.97E-12	1
07866.jpg	7	7	0.991247	1	0.00346214	8	0.00262921	1
07867.jpg	4	15	0.98364	13	0.00949788	38	0.00390614	0
07868.jpg	35	35	1	36	1.3E-09	29	1.96E-11	1
07869.jpg	2	2	0.999998	1	0.00000173	5	5.61E-09	1
07870.jpg	8	8	0.58371	7	0.392114	4	0.0203589	1
07871.jpg	4	4	0.999983	1	0.0000172	5	4.95E-09	1
07872.jpg	1	1	0.997203	8	0.00276036	0	0.0000214	1
07873.jpg	34	34	1	35	8.15E-10	38	4.88E-10	1
07874.jpg	14	14	0.999988	1	0.0000101	2	0.000000731	1
07875.jpg	13	13	0.999993	9	0.00000328	35	0.00000147	1
07876.jpg	18	18	0.51154	24	0.286116	11	0.150084	1
07877.jpg	37	37	1	35	2.12E-08	39	1.34E-08	1
07878.jpg	13	13	1	12	0.000000189	1	5.91E-08	1
07879.jpg	5	5	0.758787	1	0.167598	2	0.0682733	1
07880.jpg	12	12	0.999991	41	0.00000264	7	0.00000257	1
07881.jpg	10	10	1	9	9.54E-08	16	4.28E-11	1
07882.jpg	17	17	0.998893	14	0.000760771	4	0.000319328	1
07883.jpg	17	17	0.999995	14	0.00000283	0	0.000000871	1
07884.jpg	30	30	0.970597	23	0.0150008	11	0.00651993	1
07885.jpg	20	20	0.995222	28	0.00217667	19	0.00124286	1
07886.jpg	18	22	0.449661	18	0.297688	25	0.0903885	0
07887.jpg	10	10	0.999974	16	0.0000132	7	0.00000671	1
07888.jpg	14	14	0.999998	1	0.00000105	4	0.000000507	1
07889.jpg	38	38	1	34	2.15E-11	36	1.42E-12	1
07890.jpg	12	12	1	40	5.88E-10	7	1.67E-10	1
07891.jpg	12	12	0.999584	40	0.000302938	0	0.0000718	1
07892.jpg	25	25	1	22	2.61E-11	19	1.69E-12	1
07893.jpg	12	12	1	40	3.24E-08	32	7.67E-09	1
07894.jpg	13	13	1	17	3.61E-10	36	9.86E-11	1
07895.jpg	35	35	0.99967	33	0.000147255	3	0.000100332	1
07896.jpg	5	3	0.367662	5	0.344721	8	0.112164	0
07897.jpg	25	25	0.999999	22	0.000000971	29	0.000000166	1
07898.jpg	5	5	0.761825	2	0.139603	7	0.0792303	1
07899.jpg	1	1	0.86023	5	0.107145	2	0.0183428	1
07900.jpg	17	17	1	14	1.19E-11	4	1.8E-15	1
07901.jpg	4	4	0.894993	8	0.0827044	1	0.0167814	1
07902.jpg	4	4	0.99994	1	0.0000579	7	0.00000185	1
07903.jpg	13	13	1	17	3.74E-10	35	6.4E-11	1
07904.jpg	26	26	0.999894	18	0.0000564	22	0.000024	1
07905.jpg	3	3	0.872062	5	0.126368	2	0.00062401	1
07906.jpg	5	5	0.995616	2	0.0040102	3	0.000199062	1
07907.jpg	30	30	0.749314	24	0.0867061	23	0.0700305	1
07908.jpg	1	1	0.96964	5	0.0215075	4	0.00565113	1
07909.jpg	34	34	0.777846	38	0.221982	32	0.0000673	1
07910.jpg	21	21	0.674095	31	0.325363	29	0.000266304	1
07911.jpg	18	18	0.971117	24	0.0183467	30	0.0033116	1
07912.jpg	12	12	0.999752	29	0.000210617	5	0.0000305	1
07913.jpg	12	12	1	32	0.000000344	7	9.49E-09	1
07914.jpg	4	4	0.999467	5	0.000280118	8	0.000145514	1
07915.jpg	2	2	0.998979	5	0.000913825	1	0.0000954	1
07916.jpg	1	1	0.999965	5	0.0000269	2	0.00000729	1
07917.jpg	22	26	0.573054	37	0.110398	22	0.0615463	0
07918.jpg	35	35	0.730427	28	0.140794	13	0.0322135	1
07919.jpg	31	31	1	21	8.84E-08	29	7.39E-10	1
07920.jpg	11	11	0.60967	18	0.360498	7	0.0224319	1
07921.jpg	16	16	1	7	2.33E-09	10	2.53E-11	1
07922.jpg	14	14	0.999999	2	0.000000626	17	6.35E-08	1
07923.jpg	32	32	0.9984	41	0.000827036	6	0.000714878	1
07924.jpg	16	16	0.999649	7	0.000299248	5	0.0000186	1
07925.jpg	37	37	0.999999	40	0.000000359	39	0.000000223	1
07926.jpg	5	5	0.990222	2	0.00929463	3	0.000477235	1
07927.jpg	35	35	0.997923	36	0.00203137	38	0.0000454	1
07928.jpg	6	38	0.467653	15	0.424137	8	0.0288294	0
07929.jpg	15	15	0.623522	8	0.187511	4	0.129134	1
07930.jpg	26	26	0.999535	18	0.000459176	24	0.00000282	1
07931.jpg	25	25	0.973674	29	0.0123312	31	0.00469545	1
07932.jpg	5	5	0.996475	2	0.00121686	15	0.00107478	1
07933.jpg	10	10	0.979874	16	0.0138057	7	0.000929605	1
07934.jpg	25	25	1	22	0.000000118	38	1.87E-09	1
07935.jpg	40	40	0.55121	7	0.348066	1	0.0308962	1
07936.jpg	2	2	0.808661	5	0.147104	3	0.0405153	1
07937.jpg	5	5	0.999331	2	0.000658545	3	0.0000097	1
07938.jpg	33	33	1	40	0.000000139	34	5.98E-08	1
07939.jpg	10	10	0.999524	9	0.00045714	16	0.0000136	1
07940.jpg	13	13	1	35	1.46E-08	1	8.06E-10	1
07941.jpg	1	4	0.903457	7	0.0364994	5	0.0324772	0
07942.jpg	15	15	0.921809	5	0.0395198	4	0.0273908	1
07943.jpg	38	38	1	40	0.000000142	34	2.13E-08	1
07944.jpg	7	7	0.927589	5	0.0717795	2	0.000529169	1
07945.jpg	1	1	0.986287	2	0.0130874	4	0.000481359	1
07946.jpg	13	13	0.999997	35	0.00000101	29	0.000000854	1
07947.jpg	35	35	0.998039	10	0.00110306	34	0.000565629	1
07948.jpg	35	35	0.999902	34	0.0000309	9	0.0000289	1
07949.jpg	42	42	0.768093	1	0.110788	41	0.0305746	1
07950.jpg	11	11	0.99457	28	0.00157632	21	0.000994215	1
07951.jpg	1	1	0.998601	4	0.00135797	2	0.0000388	1
07952.jpg	35	35	1	36	3.08E-09	34	6.71E-12	1
07953.jpg	29	29	0.970476	28	0.015253	24	0.0130225	1
07954.jpg	12	12	0.999999	41	0.000000487	40	0.000000168	1
07955.jpg	37	37	0.751757	10	0.127516	39	0.110505	1
07956.jpg	13	13	1	10	0.000000172	9	0.000000117	1
07957.jpg	8	13	0.497294	8	0.267586	5	0.077834	0
07958.jpg	7	7	0.73761	5	0.257747	3	0.00222449	1
07959.jpg	5	5	0.899261	2	0.0979815	3	0.00272951	1
07960.jpg	2	2	0.999985	5	0.0000114	1	0.00000381	1
07961.jpg	14	14	0.998337	17	0.000955403	38	0.000280188	1
07962.jpg	3	3	0.905072	5	0.0892799	2	0.00561703	1
07963.jpg	38	38	1	34	1.05E-09	26	2.35E-13	1
07964.jpg	13	13	0.999951	12	0.0000463	1	0.00000223	1
07965.jpg	15	15	0.995501	2	0.00269222	8	0.000878461	1
07966.jpg	25	25	1	22	1.14E-11	19	1.32E-13	1
07967.jpg	8	40	0.298254	5	0.122853	1	0.0765346	0
07968.jpg	3	3	0.99971	5	0.000252246	2	0.0000376	1
07969.jpg	18	18	0.999792	11	0.000137141	26	0.0000421	1
07970.jpg	9	9	0.997392	10	0.00260683	16	0.000000389	1
07971.jpg	28	28	0.999859	11	0.0000406	20	0.0000391	1
07972.jpg	3	3	0.999969	5	0.0000239	2	0.00000672	1
07973.jpg	23	23	0.995837	31	0.0034591	30	0.000513835	1
07974.jpg	2	2	0.984389	1	0.00835695	5	0.00691573	1
07975.jpg	4	4	0.999997	1	0.00000252	7	7.42E-08	1
07976.jpg	9	9	0.999822	16	0.0000931	10	0.0000778	1
07977.jpg	30	30	0.388197	21	0.11546	20	0.0920069	1
07978.jpg	34	34	0.995206	38	0.00470974	32	0.0000589	1
07979.jpg	2	2	0.999025	5	0.000790274	1	0.000173047	1
07980.jpg	10	10	0.999924	9	0.0000607	16	0.00000949	1
07981.jpg	25	25	1	22	1.23E-11	19	9.12E-12	1
07982.jpg	1	1	0.999986	5	0.000014	2	0.000000193	1
07983.jpg	38	38	0.999988	34	0.0000105	36	0.000000512	1
07984.jpg	38	38	1	34	1.28E-12	36	6.14E-16	1
07985.jpg	24	24	0.99996	19	0.0000214	30	0.00000717	1
07986.jpg	5	5	0.985722	2	0.00791719	3	0.0056324	1
07987.jpg	19	19	0.962669	21	0.0310573	31	0.0032541	1
07988.jpg	10	10	0.784591	7	0.0576901	17	0.0295543	1
07989.jpg	35	35	0.999981	16	0.00000648	36	0.00000573	1
07990.jpg	7	8	0.74236	7	0.154709	5	0.0889977	0
07991.jpg	11	11	0.999981	23	0.0000123	30	0.00000312	1
07992.jpg	11	11	1	30	9.91E-08	27	9.42E-08	1
07993.jpg	11	21	0.210466	30	0.169403	11	0.158819	0
07994.jpg	3	3	0.998754	5	0.00121947	2	0.0000269	1
07995.jpg	23	21	0.467493	24	0.200334	11	0.0900376	0
07996.jpg	10	10	0.999993	9	0.00000449	16	0.00000154	1
07997.jpg	18	26	0.637308	27	0.295405	18	0.0403577	0
07998.jpg	4	4	0.989426	1	0.00497762	8	0.00381895	1
07999.jpg	1	1	0.994692	2	0.00530184	4	0.0000034	1
08000.jpg	32	32	0.998788	41	0.000895787	42	0.000237917	1
08001.jpg	5	5	0.990195	2	0.00975315	1	0.0000478	1
08002.jpg	4	4	0.999776	7	0.000078	8	0.0000746	1
08003.jpg	38	38	0.999232	40	0.000376367	0	0.000217607	1
08004.jpg	7	7	0.959797	8	0.0400854	5	0.0000807	1
08005.jpg	38	38	1	40	5.43E-09	34	2.73E-09	1
08006.jpg	20	20	0.480296	11	0.34138	23	0.107129	1
08007.jpg	26	25	0.856371	22	0.116946	4	0.0149593	0
08008.jpg	16	16	0.999996	10	0.00000193	9	0.00000107	1
08009.jpg	21	21	0.520995	31	0.478981	19	0.0000144	1
08010.jpg	23	23	0.999929	31	0.0000573	30	0.00000508	1
08011.jpg	13	13	1	35	3.57E-10	0	1.21E-10	1
08012.jpg	25	25	0.999998	22	0.000000795	30	0.000000396	1
08013.jpg	21	21	0.868758	31	0.123628	19	0.00706534	1
08014.jpg	4	4	0.99882	8	0.000576259	1	0.000571909	1
08015.jpg	10	10	0.605639	5	0.248384	31	0.0736107	1
08016.jpg	7	7	0.99983	5	0.000140408	4	0.0000148	1
08017.jpg	2	2	0.998977	1	0.000786897	5	0.00017335	1
08018.jpg	12	12	0.870056	41	0.0924421	32	0.0238082	1
08019.jpg	40	7	0.552406	40	0.27544	1	0.0809845	0
08020.jpg	12	12	0.989345	5	0.00550992	42	0.00408714	1
08021.jpg	34	34	0.99982	38	0.000178236	32	0.0000018	1
08022.jpg	7	7	0.72832	1	0.121303	2	0.0546128	1
08023.jpg	9	9	1	10	3.08E-08	16	3.77E-10	1
08024.jpg	38	38	1	34	9.98E-09	36	1.36E-10	1
08025.jpg	18	18	0.999925	26	0.0000752	31	4.85E-08	1
08026.jpg	13	13	1	35	7.78E-14	3	1.1E-16	1
08027.jpg	38	38	0.983023	26	0.0109556	22	0.00298524	1
08028.jpg	3	3	0.658804	5	0.262024	2	0.0682009	1
08029.jpg	17	17	1	14	0.000000133	1	9.95E-09	1
08030.jpg	35	35	1	36	5.07E-08	33	3.18E-08	1
08031.jpg	40	40	1	34	8.81E-09	0	5.37E-09	1
08032.jpg	7	4	0.915392	8	0.0435214	7	0.022838	0
08033.jpg	9	9	0.999998	16	0.00000164	10	5.09E-08	1
08034.jpg	9	9	0.999403	10	0.000583114	16	0.00000656	1
08035.jpg	9	9	0.999999	10	0.00000143	16	1.72E-08	1
08036.jpg	21	23	0.569403	31	0.255117	19	0.0911026	0
08037.jpg	38	38	1	34	9.54E-08	32	1.52E-08	1
08038.jpg	31	26	0.754446	31	0.181653	18	0.0490962	0
08039.jpg	10	10	1	9	1.95E-12	16	1.08E-13	1
08040.jpg	2	2	0.999997	1	0.00000191	5	0.000000519	1
08041.jpg	12	12	0.998997	40	0.000678311	7	0.0000862	1
08042.jpg	27	27	0.935406	11	0.0591367	30	0.00201191	1
08043.jpg	31	31	0.997257	21	0.00163105	29	0.000798388	1
08044.jpg	25	25	0.990032	22	0.00749104	19	0.000591246	1
08045.jpg	36	36	0.999623	38	0.000369343	40	0.0000024	1
08046.jpg	11	11	0.999997	30	0.00000169	19	0.000000368	1
08047.jpg	24	24	0.987994	11	0.010748	27	0.000463131	1
08048.jpg	8	8	0.984021	7	0.0148603	0	0.000530127	1
08049.jpg	35	35	0.694067	9	0.146629	3	0.0705583	1
08050.jpg	9	9	0.999984	10	0.0000157	16	0.000000109	1
08051.jpg	3	5	0.963105	3	0.0326467	2	0.00318904	0
08052.jpg	18	31	0.528311	1	0.248941	29	0.0396053	0
08053.jpg	38	38	1	34	9.38E-11	36	7.42E-12	1
08054.jpg	13	13	1	35	5.59E-10	3	8.95E-11	1
08055.jpg	18	18	0.971564	26	0.0202516	30	0.00748398	1
08056.jpg	39	39	0.999995	33	0.00000377	37	0.00000073	1
08057.jpg	38	38	1	34	6.04E-09	40	4.16E-12	1
08058.jpg	18	7	0.742279	10	0.0670157	40	0.0333008	0
08059.jpg	29	29	0.99435	31	0.00123391	24	0.00116474	1
08060.jpg	18	18	0.99471	26	0.00502238	27	0.000252436	1
08061.jpg	10	10	0.988592	5	0.0112937	2	0.0000712	1
08062.jpg	13	13	1	9	0.000000351	3	5.21E-08	1
08063.jpg	30	30	0.850131	11	0.141513	24	0.00284463	1
08064.jpg	17	17	1	14	6.23E-12	4	3E-13	1
08065.jpg	16	16	0.999994	7	0.00000334	9	0.00000155	1
08066.jpg	9	9	0.998214	10	0.00111753	13	0.000414355	1
08067.jpg	35	35	0.849051	3	0.126993	9	0.00942899	1
08068.jpg	22	22	0.996901	28	0.00233571	24	0.000283523	1
08069.jpg	13	13	1	35	5.85E-09	15	1.56E-10	1
08070.jpg	13	13	0.999949	3	0.0000317	17	0.00000563	1
08071.jpg	13	13	1	35	5.5E-09	3	3.17E-09	1
08072.jpg	13	13	1	35	1.42E-13	3	3.17E-17	1
08073.jpg	13	13	1	35	0.000000346	29	2.24E-08	1
08074.jpg	2	2	0.999041	5	0.000570258	1	0.000312377	1
08075.jpg	13	13	1	9	6.2E-09	35	4.43E-10	1
08076.jpg	24	24	0.849596	21	0.0410031	27	0.0353189	1
08077.jpg	3	3	0.945015	5	0.0544174	2	0.000545419	1
08078.jpg	35	35	1	36	9.19E-10	34	6.23E-11	1
08079.jpg	2	2	0.991443	5	0.00760045	1	0.000940562	1
08080.jpg	2	2	0.999988	5	0.0000112	1	0.000000627	1
08081.jpg	9	9	0.998763	10	0.00122776	16	0.00000879	1
08082.jpg	8	8	0.99822	4	0.00086888	2	0.000491977	1
08083.jpg	38	38	0.999967	34	0.0000208	5	0.00000669	1
08084.jpg	35	35	1	36	7.83E-08	38	7.29E-11	1
08085.jpg	7	8	0.697805	7	0.293668	1	0.00437292	0
08086.jpg	9	9	1	10	8.58E-08	16	2.92E-10	1
08087.jpg	9	9	0.999999	10	0.00000101	16	5.1E-10	1
08088.jpg	2	2	0.999841	5	0.00012277	1	0.0000347	1
08089.jpg	1	1	0.985745	5	0.011544	2	0.00161726	1
08090.jpg	33	33	1	40	9.55E-08	39	3.54E-10	1
08091.jpg	2	2	0.999989	1	0.0000109	5	0.000000514	1
08092.jpg	17	17	1	14	0.000000275	1	6.56E-08	1
08093.jpg	5	5	0.938871	2	0.0559816	3	0.0051402	1
08094.jpg	5	5	0.996761	2	0.00241249	3	0.000731817	1
08095.jpg	3	3	0.993195	5	0.00672887	2	0.0000738	1
08096.jpg	13	13	1	35	6.29E-09	29	1.54E-09	1
08097.jpg	34	34	0.999962	35	0.0000244	38	0.00000633	1
08098.jpg	13	13	0.99999	35	0.00000922	34	0.000000401	1
08099.jpg	35	35	1	36	1.84E-10	34	3.02E-12	1
08100.jpg	28	28	0.994698	23	0.00194698	30	0.000817367	1
08101.jpg	10	10	1	5	7.35E-09	9	9.78E-10	1
08102.jpg	11	11	0.999989	30	0.00000421	21	0.00000333	1
08103.jpg	2	2	0.999719	1	0.000236011	5	0.0000452	1
08104.jpg	32	32	0.784185	1	0.0803952	6	0.0381228	1
08105.jpg	12	12	0.871707	11	0.0336009	40	0.0312173	1
08106.jpg	2	2	0.99615	5	0.00384426	3	0.00000519	1
08107.jpg	13	13	1	35	3.44E-10	1	2.25E-10	1
08108.jpg	11	11	0.8551	28	0.105019	29	0.0114426	1
08109.jpg	35	35	1	33	0.000000154	37	1.27E-10	1
08110.jpg	4	4	0.999059	1	0.000940685	5	0.000000234	1
08111.jpg	12	12	1	32	0.000000225	41	8.08E-08	1
08112.jpg	17	17	0.999998	14	0.00000147	1	3.89E-08	1
08113.jpg	2	2	0.999999	1	0.000000711	5	2.48E-08	1
08114.jpg	1	1	0.712353	2	0.234367	12	0.0268281	1
08115.jpg	1	2	0.75963	1	0.160324	9	0.0248139	0
08116.jpg	28	28	0.995497	11	0.00325103	20	0.000596551	1
08117.jpg	4	4	0.999997	1	0.00000323	8	0.000000292	1
08118.jpg	21	31	0.414072	19	0.310529	23	0.179603	0
08119.jpg	17	17	0.999917	22	0.0000403	36	0.0000112	1
08120.jpg	3	3	0.899142	2	0.0597057	5	0.0262844	1
08121.jpg	1	1	0.999949	2	0.0000436	8	0.00000423	1
08122.jpg	2	2	0.999999	1	0.000000722	5	7.85E-08	1
08123.jpg	18	18	0.999517	26	0.000469673	27	0.0000119	1
08124.jpg	10	10	1	9	1.22E-08	7	4.45E-09	1
08125.jpg	12	12	0.999949	40	0.000041	2	0.00000283	1
08126.jpg	30	20	0.411963	28	0.36806	23	0.0736079	0
08127.jpg	1	1	0.999991	2	0.00000741	5	0.000000694	1
08128.jpg	7	8	0.470491	7	0.294636	5	0.206207	0
08129.jpg	2	2	0.992452	5	0.00442554	1	0.00157428	1
08130.jpg	25	25	0.999998	14	0.000000966	22	0.000000477	1
08131.jpg	40	40	0.66873	7	0.211681	8	0.0485942	1
08132.jpg	8	8	0.940103	7	0.0579276	4	0.00126633	1
08133.jpg	27	27	0.555585	29	0.148786	11	0.14271	1
08134.jpg	4	4	0.969384	8	0.028288	5	0.000817508	1
08135.jpg	41	41	0.999191	42	0.000657249	32	0.000146562	1
08136.jpg	7	8	0.809623	7	0.189655	4	0.000653932	0
08137.jpg	3	3	0.996139	5	0.00260743	2	0.0012524	1
08138.jpg	15	15	0.987429	7	0.00362749	4	0.00321971	1
08139.jpg	9	9	0.999945	10	0.0000536	16	0.00000108	1
08140.jpg	1	1	1	4	3.95E-08	5	0.000000019	1
08141.jpg	7	7	0.799153	8	0.128416	5	0.0386696	1
08142.jpg	32	32	0.85906	6	0.0348721	42	0.0336406	1
08143.jpg	14	14	1	4	5.72E-08	1	4.18E-08	1
08144.jpg	12	12	0.999948	7	0.000042	40	0.00000368	1
08145.jpg	9	9	1	10	9.21E-08	16	1.28E-09	1
08146.jpg	12	12	1	41	5.68E-09	40	4.36E-09	1
08147.jpg	34	34	1	35	1.19E-09	38	4.43E-10	1
08148.jpg	12	12	0.999973	41	0.0000123	32	0.00000518	1
08149.jpg	2	2	0.999657	1	0.000289132	5	0.0000535	1
08150.jpg	35	35	1	36	1.29E-08	33	1.71E-09	1
08151.jpg	10	10	0.999999	9	0.000000893	5	2.04E-09	1
08152.jpg	7	7	0.996166	8	0.00338931	1	0.000298398	1
