Index,ClassId,PredictClass,Correction,Prob,,,,,,
06900.jpg,35,35,1,0.999997,,,,,,
06901.jpg,22,26,0,0.352427,,,,,,
06902.jpg,1,1,1,0.993673,,,,,,
06903.jpg,1,1,1,0.999898,,,,,,
06904.jpg,12,12,1,0.999998,,,,,,
06905.jpg,2,2,1,0.999616,,,,,,
06906.jpg,4,1,0,0.359969,,,,,,
06907.jpg,5,5,1,0.994591,,,,,,
06908.jpg,11,11,1,0.996858,,,,,,
06909.jpg,12,12,1,0.999968,,,,,,
06910.jpg,7,4,0,0.558362,,,,,,
06911.jpg,10,10,1,0.999277,,,,,,
06912.jpg,5,2,0,0.310454,,,,,,
06913.jpg,23,21,0,0.317354,,,,,,
06914.jpg,3,2,0,0.288506,,,,,,
06915.jpg,10,10,1,1,,,,,,
06916.jpg,33,33,1,1,,,,,,
06917.jpg,26,26,1,0.998701,,,,,,
06918.jpg,13,13,1,1,,,,,,
06919.jpg,1,4,0,0.53808,,,,,,
06920.jpg,24,1,0,0.598716,,,,,,
06921.jpg,36,36,1,0.999919,,,,,,
06922.jpg,17,17,1,1,,,,,,
06923.jpg,7,8,0,0.911834,,,,,,
06924.jpg,2,2,1,0.999936,,,,,,
06925.jpg,5,5,1,0.923494,,,,,,
06926.jpg,2,2,1,0.999389,,,,,,
06927.jpg,5,2,0,0.905715,,,,,,
06928.jpg,2,2,1,0.992822,,,,,,
06929.jpg,13,13,1,1,,,,,,
06930.jpg,7,7,1,0.991598,,,,,,
06931.jpg,33,33,1,0.999999,,,,,,
06932.jpg,28,28,1,0.999902,,,,,,
06933.jpg,5,5,1,0.99981,,,,,,
06934.jpg,13,13,1,0.999996,,,,,,
06935.jpg,4,4,1,0.998737,,,,,,
06936.jpg,1,1,1,0.991724,,,,,,
06937.jpg,10,10,1,0.999882,,,,,,
06938.jpg,18,18,1,1,,,,,,
06939.jpg,42,42,1,0.995521,,,,,,
06940.jpg,38,38,1,0.999998,,,,,,
06941.jpg,25,25,1,0.981147,,,,,,
06942.jpg,5,5,1,0.973647,,,,,,
06943.jpg,11,11,1,0.999886,,,,,,
06944.jpg,7,5,0,0.532412,,,,,,
06945.jpg,2,2,1,0.999744,,,,,,
06946.jpg,0,1,0,0.727926,,,,,,
06947.jpg,12,12,1,0.999046,,,,,,
06948.jpg,42,42,1,0.986073,,,,,,
06949.jpg,1,1,1,0.99951,,,,,,
06950.jpg,9,9,1,1,,,,,,
06951.jpg,35,35,1,0.999729,,,,,,
06952.jpg,17,17,1,1,,,,,,
06953.jpg,13,13,1,0.999999,,,,,,
06954.jpg,31,31,1,0.993554,,,,,,
06955.jpg,8,8,1,0.999922,,,,,,
06956.jpg,38,38,1,1,,,,,,
06957.jpg,3,3,1,0.840175,,,,,,
06958.jpg,39,39,1,0.999991,,,,,,
06959.jpg,9,9,1,1,,,,,,
06960.jpg,17,18,0,0.22676,,,,,,
06961.jpg,11,11,1,1,,,,,,
06962.jpg,38,38,1,0.999999,,,,,,
06963.jpg,8,8,1,0.993253,,,,,,
06964.jpg,18,18,1,0.994736,,,,,,
06965.jpg,8,8,1,0.999974,,,,,,
06966.jpg,23,23,1,0.999437,,,,,,
06967.jpg,25,25,1,1,,,,,,
06968.jpg,18,18,1,0.978644,,,,,,
06969.jpg,35,35,1,1,,,,,,
06970.jpg,10,10,1,1,,,,,,
06971.jpg,38,38,1,0.999998,,,,,,
06972.jpg,6,6,1,0.9987,,,,,,
06973.jpg,1,1,1,0.99992,,,,,,
06974.jpg,28,28,1,0.343565,,,,,,
06975.jpg,12,12,1,0.568668,,,,,,
06976.jpg,38,38,1,1,,,,,,
06977.jpg,35,35,1,0.999991,,,,,,
06978.jpg,12,12,1,1,,,,,,
06979.jpg,14,14,1,0.999988,,,,,,
06980.jpg,22,23,0,0.244505,,,,,,
06981.jpg,16,16,1,0.999971,,,,,,
06982.jpg,18,18,1,0.999292,,,,,,
06983.jpg,5,5,1,0.999945,,,,,,
06984.jpg,5,5,1,0.652856,,,,,,
06985.jpg,14,14,1,0.999928,,,,,,
06986.jpg,29,29,1,0.998661,,,,,,
06987.jpg,17,17,1,0.999486,,,,,,
06988.jpg,2,2,1,0.912653,,,,,,
06989.jpg,1,1,1,0.999983,,,,,,
06990.jpg,2,2,1,0.999426,,,,,,
06991.jpg,25,11,0,0.589103,,,,,,
06992.jpg,26,26,1,0.999958,,,,,,
06993.jpg,5,5,1,0.99866,,,,,,
06994.jpg,13,13,1,1,,,,,,
06995.jpg,35,35,1,0.9942,,,,,,
06996.jpg,18,18,1,0.99893,,,,,,
06997.jpg,11,11,1,0.999831,,,,,,
06998.jpg,8,8,1,1,,,,,,
06999.jpg,15,15,1,0.98622,,,,,,
07000.jpg,9,9,1,1,,,,,,
07001.jpg,8,8,1,0.595647,,,,,,
07002.jpg,12,12,1,0.93199,,,,,,
07003.jpg,7,8,0,0.368077,,,,,,
07004.jpg,1,1,1,0.999662,,,,,,
07005.jpg,42,42,1,0.996883,,,,,,
07006.jpg,2,2,1,0.985289,,,,,,
07007.jpg,17,17,1,1,,,,,,
07008.jpg,35,35,1,1,,,,,,
07009.jpg,1,1,1,0.97119,,,,,,
07010.jpg,19,19,1,0.999867,,,,,,
07011.jpg,10,10,1,1,,,,,,
07012.jpg,12,12,1,0.99998,,,,,,
07013.jpg,4,4,1,0.918034,,,,,,
07014.jpg,35,35,1,1,,,,,,
07015.jpg,38,38,1,0.999906,,,,,,
07016.jpg,34,34,1,0.999163,,,,,,
07017.jpg,4,4,1,0.999748,,,,,,
07018.jpg,9,9,1,0.999979,,,,,,
07019.jpg,8,8,1,1,,,,,,
07020.jpg,26,26,1,0.99658,,,,,,
07021.jpg,4,4,1,0.999701,,,,,,
07022.jpg,9,9,1,0.996619,,,,,,
07023.jpg,10,10,1,1,,,,,,
07024.jpg,10,10,1,0.996836,,,,,,
07025.jpg,10,10,1,0.999967,,,,,,
07026.jpg,17,17,1,0.999903,,,,,,
07027.jpg,24,24,1,0.999245,,,,,,
07028.jpg,35,35,1,1,,,,,,
07029.jpg,7,7,1,0.54249,,,,,,
07030.jpg,25,25,1,0.999991,,,,,,
07031.jpg,13,13,1,1,,,,,,
07032.jpg,4,4,1,1,,,,,,
07033.jpg,5,5,1,0.885441,,,,,,
07034.jpg,31,31,1,0.979846,,,,,,
07035.jpg,18,18,1,0.770772,,,,,,
07036.jpg,12,12,1,0.999999,,,,,,
07037.jpg,8,8,1,0.999494,,,,,,
07038.jpg,7,3,0,0.433362,,,,,,
07039.jpg,7,7,1,0.689003,,,,,,
07040.jpg,3,3,1,0.781788,,,,,,
07041.jpg,31,31,1,0.999998,,,,,,
07042.jpg,12,12,1,1,,,,,,
07043.jpg,13,13,1,1,,,,,,
07044.jpg,11,11,1,0.560291,,,,,,
07045.jpg,7,7,1,0.674005,,,,,,
07046.jpg,13,13,1,1,,,,,,
07047.jpg,3,3,1,0.992071,,,,,,
07048.jpg,31,31,1,0.998707,,,,,,
07049.jpg,24,30,0,0.382159,,,,,,
07050.jpg,10,10,1,0.919254,,,,,,
07051.jpg,38,38,1,0.999995,,,,,,
07052.jpg,38,38,1,0.999998,,,,,,
07053.jpg,42,42,1,0.999991,,,,,,
07054.jpg,18,18,1,0.996622,,,,,,
07055.jpg,10,10,1,1,,,,,,
07056.jpg,7,7,1,0.999342,,,,,,
07057.jpg,5,5,1,0.403471,,,,,,
07058.jpg,33,33,1,1,,,,,,
07059.jpg,8,8,1,0.985323,,,,,,
07060.jpg,1,1,1,0.967152,,,,,,
07061.jpg,7,7,1,0.890704,,,,,,
07062.jpg,14,14,1,0.999936,,,,,,
07063.jpg,33,33,1,0.899334,,,,,,
07064.jpg,11,11,1,0.999786,,,,,,
07065.jpg,1,1,1,0.987968,,,,,,
07066.jpg,1,1,1,0.999448,,,,,,
07067.jpg,2,2,1,0.998835,,,,,,
07068.jpg,31,31,1,0.714896,,,,,,
07069.jpg,3,3,1,0.964482,,,,,,
07070.jpg,33,33,1,1,,,,,,
07071.jpg,3,5,0,0.979288,,,,,,
07072.jpg,30,30,1,0.789862,,,,,,
07073.jpg,27,27,1,0.441467,,,,,,
07074.jpg,13,13,1,1,,,,,,
07075.jpg,38,38,1,1,,,,,,
07076.jpg,13,13,1,1,,,,,,
07077.jpg,42,42,1,0.985914,,,,,,
07078.jpg,10,10,1,1,,,,,,
07079.jpg,5,5,1,0.977031,,,,,,
07080.jpg,26,26,1,0.999591,,,,,,
07081.jpg,30,28,0,0.526741,,,,,,
07082.jpg,9,9,1,1,,,,,,
07083.jpg,4,4,1,0.975097,,,,,,
07084.jpg,8,8,1,0.94793,,,,,,
07085.jpg,42,42,1,0.671157,,,,,,
07086.jpg,5,5,1,0.977762,,,,,,
07087.jpg,5,5,1,0.40602,,,,,,
07088.jpg,25,30,0,0.687555,,,,,,
07089.jpg,19,19,1,0.978695,,,,,,
07090.jpg,30,30,1,0.994971,,,,,,
07091.jpg,31,31,1,0.988928,,,,,,
07092.jpg,11,11,1,0.998497,,,,,,
07093.jpg,4,4,1,0.999997,,,,,,
07094.jpg,7,5,0,0.477973,,,,,,
07095.jpg,10,10,1,0.999995,,,,,,
07096.jpg,24,24,1,0.855712,,,,,,
07097.jpg,8,7,0,0.478811,,,,,,
07098.jpg,25,25,1,0.36341,,,,,,
07099.jpg,11,11,1,0.999952,,,,,,
07100.jpg,11,11,1,0.999996,,,,,,
07101.jpg,3,5,0,0.826188,,,,,,
07102.jpg,10,10,1,0.999999,,,,,,
07103.jpg,4,4,1,0.999955,,,,,,
07104.jpg,38,38,1,1,,,,,,
07105.jpg,1,1,1,0.93777,,,,,,
07106.jpg,36,36,1,0.999999,,,,,,
07107.jpg,12,12,1,0.999998,,,,,,
07108.jpg,11,11,1,0.997521,,,,,,
07109.jpg,5,5,1,0.448829,,,,,,
07110.jpg,3,3,1,0.532505,,,,,,
07111.jpg,10,10,1,1,,,,,,
07112.jpg,9,9,1,0.999947,,,,,,
07113.jpg,23,23,1,0.592822,,,,,,
07114.jpg,1,1,1,0.999983,,,,,,
07115.jpg,30,30,1,0.899488,,,,,,
07116.jpg,17,17,1,1,,,,,,
07117.jpg,12,12,1,1,,,,,,
07118.jpg,31,31,1,0.99999,,,,,,
07119.jpg,3,5,0,0.988142,,,,,,
07120.jpg,10,10,1,0.99263,,,,,,
07121.jpg,5,5,1,0.478256,,,,,,
07122.jpg,41,32,0,0.673649,,,,,,
07123.jpg,8,8,1,0.998074,,,,,,
07124.jpg,1,1,1,0.995456,,,,,,
07125.jpg,25,25,1,1,,,,,,
07126.jpg,17,17,1,0.999947,,,,,,
07127.jpg,1,1,1,0.981344,,,,,,
07128.jpg,16,16,1,0.996655,,,,,,
07129.jpg,37,37,1,0.999696,,,,,,
07130.jpg,16,16,1,0.9933,,,,,,
07131.jpg,9,9,1,0.997559,,,,,,
07132.jpg,5,5,1,0.989858,,,,,,
07133.jpg,25,25,1,0.797535,,,,,,
07134.jpg,12,12,1,0.999969,,,,,,
07135.jpg,7,7,1,0.999397,,,,,,
07136.jpg,38,38,1,1,,,,,,
07137.jpg,2,2,1,0.999813,,,,,,
07138.jpg,13,13,1,0.999999,,,,,,
07139.jpg,1,1,1,0.990307,,,,,,
07140.jpg,12,12,1,1,,,,,,
07141.jpg,4,4,1,0.929972,,,,,,
07142.jpg,26,25,0,0.979709,,,,,,
07143.jpg,33,33,1,0.908613,,,,,,
07144.jpg,7,7,1,0.612622,,,,,,
07145.jpg,3,5,0,0.842053,,,,,,
07146.jpg,40,40,1,0.997171,,,,,,
07147.jpg,31,31,1,0.623799,,,,,,
07148.jpg,33,33,1,0.999904,,,,,,
07149.jpg,35,35,1,1,,,,,,
07150.jpg,12,12,1,1,,,,,,
07151.jpg,7,7,1,0.984817,,,,,,
07152.jpg,12,12,1,0.989632,,,,,,
07153.jpg,2,5,0,0.630015,,,,,,
07154.jpg,3,5,0,0.942856,,,,,,
07155.jpg,5,5,1,0.749459,,,,,,
07156.jpg,12,12,1,1,,,,,,
07157.jpg,8,8,1,0.531286,,,,,,
07158.jpg,17,17,1,0.999997,,,,,,
07159.jpg,8,8,1,0.999975,,,,,,
07160.jpg,7,4,0,0.410884,,,,,,
07161.jpg,2,2,1,0.999985,,,,,,
07162.jpg,7,7,1,0.999956,,,,,,
07163.jpg,3,3,1,0.995996,,,,,,
07164.jpg,18,18,1,0.937742,,,,,,
07165.jpg,11,11,1,0.992858,,,,,,
07166.jpg,4,4,1,0.999862,,,,,,
07167.jpg,42,42,1,0.993195,,,,,,
07168.jpg,15,8,0,0.636141,,,,,,
07169.jpg,2,2,1,0.998225,,,,,,
07170.jpg,17,17,1,0.999994,,,,,,
07171.jpg,1,1,1,1,,,,,,
07172.jpg,12,12,1,0.999983,,,,,,
07173.jpg,4,4,1,0.999999,,,,,,
07174.jpg,16,16,1,1,,,,,,
07175.jpg,6,6,1,0.923493,,,,,,
07176.jpg,10,10,1,0.999972,,,,,,
07177.jpg,17,17,1,0.999992,,,,,,
07178.jpg,18,18,1,0.99923,,,,,,
07179.jpg,2,2,1,0.999269,,,,,,
07180.jpg,14,14,1,0.999244,,,,,,
07181.jpg,22,22,1,0.964141,,,,,,
07182.jpg,38,38,1,1,,,,,,
07183.jpg,23,23,1,0.999893,,,,,,
07184.jpg,4,4,1,0.795909,,,,,,
07185.jpg,29,29,1,0.979147,,,,,,
07186.jpg,4,4,1,0.999552,,,,,,
07187.jpg,28,28,1,0.751604,,,,,,
07188.jpg,5,5,1,0.956254,,,,,,
07189.jpg,11,11,1,0.99461,,,,,,
07190.jpg,11,11,1,1,,,,,,
07191.jpg,12,12,1,0.936836,,,,,,
07192.jpg,17,17,1,1,,,,,,
07193.jpg,12,12,1,1,,,,,,
07194.jpg,25,25,1,0.999977,,,,,,
07195.jpg,4,4,1,0.997171,,,,,,
07196.jpg,18,18,1,0.980126,,,,,,
07197.jpg,38,38,1,1,,,,,,
07198.jpg,13,13,1,1,,,,,,
07199.jpg,10,10,1,0.621433,,,,,,
07200.jpg,33,33,1,1,,,,,,
07201.jpg,9,9,1,0.999997,,,,,,
07202.jpg,2,2,1,0.661513,,,,,,
07203.jpg,28,30,0,0.608582,,,,,,
07204.jpg,28,28,1,0.99984,,,,,,
07205.jpg,8,8,1,0.999997,,,,,,
07206.jpg,17,17,1,1,,,,,,
07207.jpg,38,38,1,0.999995,,,,,,
07208.jpg,2,2,1,0.997108,,,,,,
07209.jpg,10,10,1,0.988499,,,,,,
07210.jpg,2,2,1,0.95404,,,,,,
07211.jpg,2,2,1,0.999942,,,,,,
07212.jpg,8,8,1,0.902094,,,,,,
07213.jpg,7,7,1,0.64887,,,,,,
07214.jpg,7,7,1,0.995615,,,,,,
07215.jpg,14,14,1,0.855195,,,,,,
07216.jpg,3,3,1,0.991868,,,,,,
07217.jpg,32,32,1,0.854486,,,,,,
07218.jpg,11,11,1,1,,,,,,
07219.jpg,16,16,1,1,,,,,,
07220.jpg,9,9,1,0.999491,,,,,,
07221.jpg,15,15,1,0.999457,,,,,,
07222.jpg,2,2,1,0.962922,,,,,,
07223.jpg,2,2,1,0.99957,,,,,,
07224.jpg,4,4,1,0.999999,,,,,,
07225.jpg,27,27,1,0.907249,,,,,,
07226.jpg,38,38,1,0.999941,,,,,,
07227.jpg,11,11,1,0.999954,,,,,,
07228.jpg,13,13,1,1,,,,,,
07229.jpg,18,18,1,0.999701,,,,,,
07230.jpg,11,11,1,0.960438,,,,,,
07231.jpg,22,22,1,1,,,,,,
07232.jpg,10,10,1,0.999909,,,,,,
07233.jpg,5,5,1,0.912471,,,,,,
07234.jpg,18,18,1,0.989619,,,,,,
07235.jpg,18,18,1,0.999915,,,,,,
07236.jpg,38,38,1,1,,,,,,
07237.jpg,12,12,1,1,,,,,,
07238.jpg,1,1,1,0.996244,,,,,,
07239.jpg,13,13,1,1,,,,,,
07240.jpg,12,12,1,0.999998,,,,,,
07241.jpg,9,10,0,0.891333,,,,,,
07242.jpg,1,1,1,1,,,,,,
07243.jpg,41,41,1,1,,,,,,
07244.jpg,13,13,1,0.549594,,,,,,
07245.jpg,11,11,1,0.953896,,,,,,
07246.jpg,30,21,0,0.239956,,,,,,
07247.jpg,1,1,1,0.988396,,,,,,
07248.jpg,33,33,1,1,,,,,,
07249.jpg,4,4,1,0.523478,,,,,,
07250.jpg,3,3,1,0.803776,,,,,,
07251.jpg,15,15,1,0.999998,,,,,,
07252.jpg,22,22,1,0.999254,,,,,,
07253.jpg,4,5,0,0.770671,,,,,,
07254.jpg,38,38,1,1,,,,,,
07255.jpg,30,27,0,0.303652,,,,,,
07256.jpg,36,36,1,0.999995,,,,,,
07257.jpg,2,2,1,0.998807,,,,,,
07258.jpg,42,42,1,0.839756,,,,,,
07259.jpg,5,5,1,0.879506,,,,,,
07260.jpg,5,5,1,0.984348,,,,,,
07261.jpg,31,31,1,0.986579,,,,,,
07262.jpg,18,18,1,0.987595,,,,,,
07263.jpg,5,3,0,0.394271,,,,,,
07264.jpg,6,6,1,0.913784,,,,,,
07265.jpg,12,12,1,1,,,,,,
07266.jpg,1,1,1,0.98917,,,,,,
07267.jpg,40,40,1,0.93937,,,,,,
07268.jpg,2,2,1,0.999849,,,,,,
07269.jpg,8,8,1,0.999825,,,,,,
07270.jpg,34,34,1,0.979366,,,,,,
07271.jpg,36,36,1,0.718583,,,,,,
07272.jpg,10,10,1,1,,,,,,
07273.jpg,12,12,1,0.998955,,,,,,
07274.jpg,14,14,1,0.999992,,,,,,
07275.jpg,42,41,0,0.542262,,,,,,
07276.jpg,10,1,0,0.915802,,,,,,
07277.jpg,18,18,1,0.999997,,,,,,
07278.jpg,5,5,1,0.722191,,,,,,
07279.jpg,12,12,1,0.999083,,,,,,
07280.jpg,4,4,1,0.753146,,,,,,
07281.jpg,34,34,1,0.999995,,,,,,
07282.jpg,26,26,1,0.999685,,,,,,
07283.jpg,1,1,1,0.999911,,,,,,
07284.jpg,25,25,1,0.999977,,,,,,
07285.jpg,12,12,1,1,,,,,,
07286.jpg,28,28,1,0.996176,,,,,,
07287.jpg,8,8,1,1,,,,,,
07288.jpg,5,7,0,0.499795,,,,,,
07289.jpg,35,35,1,0.744098,,,,,,
07290.jpg,25,25,1,1,,,,,,
07291.jpg,5,2,0,0.800803,,,,,,
07292.jpg,1,1,1,0.562253,,,,,,
07293.jpg,32,32,1,0.994507,,,,,,
07294.jpg,14,14,1,0.999891,,,,,,
07295.jpg,36,36,1,0.669982,,,,,,
07296.jpg,2,2,1,0.999726,,,,,,
07297.jpg,9,9,1,1,,,,,,
07298.jpg,12,12,1,0.999992,,,,,,
07299.jpg,7,7,1,0.721962,,,,,,
07300.jpg,2,2,1,0.983279,,,,,,
07301.jpg,3,3,1,0.525014,,,,,,
07302.jpg,11,11,1,0.966859,,,,,,
07303.jpg,35,35,1,1,,,,,,
07304.jpg,41,41,1,0.658764,,,,,,
07305.jpg,42,42,1,0.297137,,,,,,
07306.jpg,18,30,0,0.824637,,,,,,
07307.jpg,35,35,1,0.999997,,,,,,
07308.jpg,10,10,1,0.879524,,,,,,
07309.jpg,1,1,1,0.997834,,,,,,
07310.jpg,14,14,1,0.998321,,,,,,
07311.jpg,38,38,1,0.999997,,,,,,
07312.jpg,7,7,1,0.794121,,,,,,
07313.jpg,17,17,1,1,,,,,,
07314.jpg,1,1,1,0.944566,,,,,,
07315.jpg,35,35,1,0.999999,,,,,,
07316.jpg,23,23,1,0.999696,,,,,,
07317.jpg,8,8,1,0.993567,,,,,,
07318.jpg,3,3,1,0.997916,,,,,,
07319.jpg,3,3,1,0.998153,,,,,,
07320.jpg,32,32,1,0.99874,,,,,,
07321.jpg,38,38,1,1,,,,,,
07322.jpg,1,1,1,0.999935,,,,,,
07323.jpg,5,5,1,0.982467,,,,,,
07324.jpg,12,12,1,0.999982,,,,,,
07325.jpg,13,13,1,0.999959,,,,,,
07326.jpg,8,8,1,0.999856,,,,,,
07327.jpg,8,8,1,0.536244,,,,,,
07328.jpg,4,4,1,0.999999,,,,,,
07329.jpg,22,22,1,0.948092,,,,,,
07330.jpg,7,8,0,0.854924,,,,,,
07331.jpg,26,30,0,0.294285,,,,,,
07332.jpg,28,28,1,0.941654,,,,,,
07333.jpg,4,4,1,0.998415,,,,,,
07334.jpg,1,1,1,0.999308,,,,,,
07335.jpg,38,38,1,1,,,,,,
07336.jpg,9,9,1,0.999932,,,,,,
07337.jpg,9,9,1,0.999999,,,,,,
07338.jpg,3,3,1,0.999897,,,,,,
07339.jpg,10,10,1,0.999773,,,,,,
07340.jpg,29,29,1,0.899472,,,,,,
07341.jpg,33,33,1,0.999998,,,,,,
07342.jpg,7,7,1,0.999846,,,,,,
07343.jpg,16,16,1,1,,,,,,
07344.jpg,9,9,1,0.999996,,,,,,
07345.jpg,2,2,1,0.976604,,,,,,
07346.jpg,22,22,1,1,,,,,,
07347.jpg,31,31,1,0.985494,,,,,,
07348.jpg,39,39,1,0.999894,,,,,,
07349.jpg,9,9,1,0.973005,,,,,,
07350.jpg,15,15,1,0.999268,,,,,,
07351.jpg,35,35,1,1,,,,,,
07352.jpg,5,5,1,0.990393,,,,,,
07353.jpg,38,38,1,1,,,,,,
07354.jpg,2,2,1,0.999999,,,,,,
07355.jpg,35,35,1,1,,,,,,
07356.jpg,38,38,1,1,,,,,,
07357.jpg,11,11,1,1,,,,,,
07358.jpg,2,2,1,0.499856,,,,,,
07359.jpg,23,23,1,0.999837,,,,,,
07360.jpg,22,22,1,0.950343,,,,,,
07361.jpg,38,38,1,0.995017,,,,,,
07362.jpg,2,2,1,0.999663,,,,,,
07363.jpg,8,8,1,0.998729,,,,,,
07364.jpg,12,12,1,1,,,,,,
07365.jpg,5,5,1,0.993573,,,,,,
07366.jpg,14,14,1,0.999977,,,,,,
07367.jpg,22,22,1,0.997312,,,,,,
07368.jpg,2,2,1,0.991451,,,,,,
07369.jpg,13,13,1,0.999993,,,,,,
07370.jpg,38,38,1,0.995881,,,,,,
07371.jpg,4,4,1,0.988107,,,,,,
07372.jpg,31,31,1,0.999871,,,,,,
07373.jpg,2,2,1,0.999593,,,,,,
07374.jpg,18,18,1,0.998928,,,,,,
07375.jpg,31,31,1,0.999992,,,,,,
07376.jpg,12,12,1,0.522209,,,,,,
07377.jpg,5,5,1,0.680829,,,,,,
07378.jpg,33,33,1,0.999842,,,,,,
07379.jpg,5,5,1,0.995533,,,,,,
07380.jpg,3,3,1,0.96083,,,,,,
07381.jpg,38,38,1,0.999999,,,,,,
07382.jpg,13,13,1,1,,,,,,
07383.jpg,6,6,1,0.999336,,,,,,
07384.jpg,13,13,1,1,,,,,,
07385.jpg,14,14,1,0.999995,,,,,,
07386.jpg,13,13,1,1,,,,,,
07387.jpg,35,35,1,1,,,,,,
07388.jpg,6,6,1,0.999793,,,,,,
07389.jpg,31,31,1,0.593108,,,,,,
07390.jpg,11,11,1,0.99999,,,,,,
07391.jpg,35,35,1,1,,,,,,
07392.jpg,15,15,1,0.999999,,,,,,
07393.jpg,10,10,1,0.999979,,,,,,
07394.jpg,1,1,1,0.968862,,,,,,
07395.jpg,19,19,1,0.999511,,,,,,
07396.jpg,17,17,1,0.926015,,,,,,
07397.jpg,6,6,1,0.999819,,,,,,
07398.jpg,7,7,1,0.98364,,,,,,
07399.jpg,32,32,1,0.991013,,,,,,
07400.jpg,30,30,1,0.94976,,,,,,
07401.jpg,10,10,1,0.999298,,,,,,
07402.jpg,25,25,1,1,,,,,,
07403.jpg,9,9,1,0.972756,,,,,,
07404.jpg,36,36,1,0.972353,,,,,,
07405.jpg,13,13,1,1,,,,,,
07406.jpg,21,21,1,0.975005,,,,,,
07407.jpg,10,10,1,1,,,,,,
07408.jpg,2,2,1,0.990525,,,,,,
07409.jpg,17,17,1,0.999994,,,,,,
07410.jpg,18,18,1,0.978255,,,,,,
07411.jpg,37,37,1,0.8848,,,,,,
07412.jpg,25,25,1,0.996848,,,,,,
07413.jpg,5,5,1,0.996977,,,,,,
07414.jpg,28,28,1,0.951811,,,,,,
07415.jpg,2,2,1,0.968074,,,,,,
07416.jpg,17,17,1,0.999981,,,,,,
07417.jpg,28,28,1,0.999996,,,,,,
07418.jpg,12,25,0,0.21033,,,,,,
07419.jpg,7,7,1,0.99921,,,,,,
07420.jpg,1,1,1,0.996605,,,,,,
07421.jpg,8,8,1,0.889018,,,,,,
07422.jpg,35,35,1,1,,,,,,
07423.jpg,3,3,1,0.918844,,,,,,
07424.jpg,22,22,1,1,,,,,,
07425.jpg,2,2,1,0.999998,,,,,,
07426.jpg,8,8,1,0.998626,,,,,,
07427.jpg,16,16,1,1,,,,,,
07428.jpg,31,31,1,0.998992,,,,,,
07429.jpg,1,1,1,0.99924,,,,,,
07430.jpg,28,28,1,0.947496,,,,,,
07431.jpg,12,12,1,0.99989,,,,,,
07432.jpg,17,17,1,0.999988,,,,,,
07433.jpg,13,13,1,1,,,,,,
07434.jpg,40,40,1,0.999886,,,,,,
07435.jpg,11,21,0,0.509973,,,,,,
07436.jpg,8,8,1,0.986664,,,,,,
07437.jpg,2,2,1,0.791891,,,,,,
07438.jpg,8,8,1,0.999948,,,,,,
07439.jpg,30,30,1,0.991399,,,,,,
07440.jpg,3,3,1,0.60547,,,,,,
07441.jpg,8,8,1,0.999996,,,,,,
07442.jpg,22,22,1,0.998268,,,,,,
07443.jpg,12,12,1,1,,,,,,
07444.jpg,25,25,1,0.999998,,,,,,
07445.jpg,25,25,1,1,,,,,,
07446.jpg,6,6,1,0.993091,,,,,,
07447.jpg,8,8,1,0.91075,,,,,,
07448.jpg,30,30,1,0.982544,,,,,,
07449.jpg,2,2,1,0.999283,,,,,,
07450.jpg,9,9,1,0.999006,,,,,,
07451.jpg,7,7,1,0.999998,,,,,,
07452.jpg,25,25,1,0.996779,,,,,,
07453.jpg,7,7,1,0.974394,,,,,,
07454.jpg,42,42,1,1,,,,,,
07455.jpg,18,18,1,0.999997,,,,,,
07456.jpg,4,4,1,0.999954,,,,,,
07457.jpg,14,14,1,1,,,,,,
07458.jpg,14,14,1,1,,,,,,
07459.jpg,5,5,1,0.995703,,,,,,
07460.jpg,41,32,0,0.511797,,,,,,
07461.jpg,30,23,0,0.891964,,,,,,
07462.jpg,15,15,1,0.999823,,,,,,
07463.jpg,7,8,0,0.574149,,,,,,
07464.jpg,8,8,1,0.968652,,,,,,
07465.jpg,14,14,1,1,,,,,,
07466.jpg,9,9,1,0.999992,,,,,,
07467.jpg,20,23,0,0.47597,,,,,,
07468.jpg,3,5,0,0.598042,,,,,,
07469.jpg,12,12,1,0.999982,,,,,,
07470.jpg,3,3,1,0.995859,,,,,,
07471.jpg,38,38,1,1,,,,,,
07472.jpg,13,13,1,1,,,,,,
07473.jpg,3,3,1,0.75032,,,,,,
07474.jpg,16,16,1,1,,,,,,
07475.jpg,10,10,1,0.999988,,,,,,
07476.jpg,33,33,1,1,,,,,,
07477.jpg,7,7,1,0.974039,,,,,,
07478.jpg,12,12,1,0.999999,,,,,,
07479.jpg,1,1,1,0.999999,,,,,,
07480.jpg,31,18,0,0.294231,,,,,,
07481.jpg,33,33,1,0.999467,,,,,,
07482.jpg,8,8,1,0.999993,,,,,,
07483.jpg,1,1,1,0.999774,,,,,,
07484.jpg,9,9,1,0.999981,,,,,,
07485.jpg,21,31,0,0.90894,,,,,,
07486.jpg,13,13,1,1,,,,,,
07487.jpg,35,35,1,1,,,,,,
07488.jpg,8,8,1,0.997381,,,,,,
07489.jpg,33,33,1,1,,,,,,
07490.jpg,14,15,0,0.554796,,,,,,
07491.jpg,2,2,1,0.906104,,,,,,
07492.jpg,10,10,1,1,,,,,,
07493.jpg,1,1,1,0.996791,,,,,,
07494.jpg,5,5,1,0.940997,,,,,,
07495.jpg,1,1,1,0.998367,,,,,,
